Código,Título,Estrato,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
SS111,Frejoles con bisteck y arroz,C,150kcal,628KJ,23.10g,9.40g,0.90g,25.60g,22.20g,3.40g,0.90g,25mg,123mg,1.67mg,1.88mg,85mg,0mg,0μg,0.05mg,0.04mg,2.20mg,1.37mg,0μg,
SS111,Frejoles con bisteck y arroz,D,131kcal,549KJ,24.00g,7.70g,2.10g,20.90g,16.70g,4.20g,1.00g,32mg,113mg,1.20mg,1.66mg,233mg,14mg,2μg,0.12mg,0.06mg,1.53mg,2.28mg,0μg,
SS112,Frejoles con cabrito a la norteña y arroz,E,161kcal,676KJ,16.90g,9.10g,5.60g,18.80g,16.50g,2.30g,0.70g,22mg,57mg,0.54mg,1.34mg,156mg,20mg,6μg,0.04mg,0.04mg,0.60mg,3.23mg,0μg,
SS113,Frejoles con pescado y arroz,A,161kcal,672KJ,18.80g,7.10g,4.50g,22.90g,20.20g,2.70g,0.80g,21mg,111mg,0.61mg,1.19mg,68mg,0mg,0μg,0.05mg,0.01mg,0.62mg,1.14mg,0μg,
SS113,Frejoles con pescado y arroz,C,168kcal,703KJ,27.60g,6.60g,4.50g,25.60g,22.50g,3.10g,1.00g,28mg,98mg,0.78mg,1.19mg,325mg,4mg,8μg,0.09mg,0.05mg,1.57mg,4.48mg,0μg,
SS113,Frejoles con pescado y arroz,E,162kcal,678KJ,18.90g,7.20g,7.10g,17.40g,15.30g,2.10g,0.80g,20mg,109mg,0.52mg,0.97mg,210mg,0mg,2μg,0.04mg,0.02mg,1.69mg,0.88mg,0μg,
SS114,"Frejoles con pescado, ensalada y arroz",B,258kcal,1078KJ,25.10g,4.00g,16.30g,23.80g,23.10g,0.50g,0.40g,13mg,42mg,0.36mg,0.57mg,649mg,1mg,63μg,0.04mg,0.03mg,0.63mg,7.72mg,0μg,
SS114,"Frejoles con pescado, ensalada y arroz",D,178kcal,744KJ,26.30g,7.70g,7.20g,20.90g,17.70g,3.20g,0.90g,29mg,122mg,0.71mg,1.27mg,365mg,0mg,3μg,0.10mg,0.06mg,1.15mg,3.95mg,0μg,
SS114,"Frejoles con pescado, ensalada y arroz",E,179kcal,748KJ,37.10g,8.90g,5.00g,24.40g,20.60g,3.90g,1.00g,35mg,147mg,0.73mg,1.57mg,265mg,0mg,4μg,0.05mg,0.02mg,0.67mg,2.15mg,0μg,
SS115,Frejoles con pollo a la norteña y arroz,C,114kcal,477KJ,23.10g,7.00g,1.90g,17.50g,14.90g,2.60g,1.10g,29mg,78mg,0.92mg,1.14mg,607mg,9mg,5μg,0.06mg,0.03mg,1.62mg,1.40mg,0μg,
SS116,Frejoles con pollo al vino,D,158kcal,661KJ,25.40g,4.10g,2.20g,30.90g,29.90g,0.90g,0.70g,9mg,79mg,0.75mg,0.68mg,447mg,16mg,4μg,0.07mg,0.04mg,1.28mg,2.13mg,0μg,
SS117,Frejoles con seco a la norteña y arroz,A,129kcal,539KJ,18.80g,7.70g,1.00g,25.50g,21.90g,3.50g,0.90g,21mg,115mg,1.25mg,1.62mg,75mg,2mg,1μg,0.08mg,0.07mg,1.54mg,1.92mg,0μg,
SS117,Frejoles con seco a la norteña y arroz,C,146kcal,610KJ,19.10g,6.30g,1.00g,27.60g,25.40g,2.20g,0.90g,21mg,87mg,1.10mg,1.27mg,79mg,5mg,2μg,0.05mg,0.04mg,1.40mg,2.05mg,0μg,
SS117,Frejoles con seco a la norteña y arroz,D,133kcal,558KJ,26.30g,8.40g,2.00g,19.90g,17.40g,2.50g,0.80g,19mg,97mg,0.89mg,1.25mg,164mg,4mg,5μg,0.05mg,0.05mg,2.37mg,1.77mg,0μg,
SS117,Frejoles con seco a la norteña y arroz,E,93kcal,391KJ,29.80g,9.30g,1.60g,15.40g,10.70g,4.70g,1.20g,29mg,134mg,1.58mg,2.16mg,77mg,0mg,5μg,0.08mg,0.09mg,1.97mg,3.55mg,0μg,
SS118,Frejoles con seco y arroz,C,151kcal,632KJ,19.80g,7.90g,2.80g,23.60g,19.80g,3.80g,1.10g,29mg,91mg,0.88mg,1.69mg,155mg,12mg,4μg,0.06mg,0.04mg,0.95mg,1.94mg,0μg,
SS118,Frejoles con seco y arroz,E,202kcal,847KJ,25.90g,7.90g,2.60g,37.10g,27.40g,6.10g,1.40g,43mg,127mg,1.11mg,2.02mg,137mg,6mg,11μg,0.07mg,0.02mg,0.92mg,3.50mg,0μg,
SS119,"Frejoles con seco, ensalada y arroz",A,135kcal,567KJ,24.80g,7.60g,3.90g,17.70g,14.30g,3.50g,1.10g,30mg,97mg,1.03mg,1.48mg,276mg,1mg,4μg,0.10mg,0.07mg,1.30mg,2.45mg,0μg,
SS119,"Frejoles con seco, ensalada y arroz",C,121kcal,506KJ,12.40g,4.40g,3.20g,18.60g,16.20g,2.40g,0.60g,20mg,69mg,0.54mg,0.86mg,1974mg,1mg,12μg,0.04mg,0.02mg,0.68mg,1.05mg,0μg,
SS119,"Frejoles con seco, ensalada y arroz",D,178kcal,746KJ,24.90g,8.20g,6.40g,21.80g,18.40g,3.50g,1.00g,33mg,124mg,0.77mg,1.59mg,372mg,0mg,4μg,0.10mg,0.07mg,1.60mg,2.48mg,0μg,
SS119,"Frejoles con seco, ensalada y arroz",E,178kcal,743KJ,23.60g,10.60g,3.80g,29.50g,24.90g,4.80g,1.10g,26mg,139mg,1.40mg,1.88mg,679mg,0mg,9μg,0.13mg,0.13mg,2.56mg,1.44mg,0μg,
SS120,Garbanzo con arroz y chuleta frita,A,193kcal,808KJ,16.90g,8.30g,3.80g,31.30g,21.00g,3.30g,0.90g,29mg,133mg,1.22mg,1.55mg,104mg,55mg,5μg,0.24mg,0.12mg,1.77mg,1.58mg,0μg,
SS121,Garbanzo con chuleta y arroz,D,174kcal,726KJ,24.80g,6.90g,4.60g,26.30g,17.30g,3.10g,0.90g,29mg,114mg,1.03mg,2.06mg,301mg,42mg,12μg,0.19mg,0.12mg,1.52mg,7.07mg,0μg,
SS122,"Garbanzo con churrasco, ensalada y arroz",D,141kcal,592KJ,29.40g,6.00g,3.30g,22.40g,17.30g,1.90g,0.70g,24mg,68mg,0.63mg,1.80mg,382mg,4mg,58μg,0.06mg,0.07mg,0.78mg,6.30mg,0μg,
SS123,Garbanzo con pescado y arroz,D,144kcal,601KJ,30.70g,7.20g,3.50g,21.10g,14.40g,2.40g,0.80g,29mg,106mg,0.64mg,1.60mg,125mg,0mg,4μg,0.08mg,0.08mg,1.21mg,6.77mg,0μg,
SS123,Garbanzo con pescado y arroz,E,130kcal,543KJ,27.60g,6.20g,2.60g,20.50g,14.20g,2.00g,0.70g,30mg,106mg,0.63mg,1.34mg,162mg,1mg,25μg,0.07mg,0.07mg,1.05mg,3.01mg,0μg,
SS124,Garbanzo con pollo y arroz,A,130kcal,545KJ,34.00g,5.80g,3.50g,18.90g,14.00g,1.90g,0.90g,24mg,78mg,0.70mg,2.04mg,345mg,4mg,16μg,0.07mg,0.09mg,1.61mg,4.47mg,0μg,
SS125,Guiso de caigua con arroz,E,136kcal,568KJ,27.70g,6.70g,2.00g,22.30g,18.20g,1.00g,0.90g,17mg,86mg,0.49mg,0.70mg,102mg,0mg,2μg,0.05mg,0.04mg,2.54mg,1.71mg,0μg,
SS126,Guiso de habas con churrasco y arroz,C,173kcal,724KJ,24.30g,5.20g,1.20g,34.40g,33.90g,0.40g,0.40g,7mg,78mg,0.94mg,0.80mg,426mg,0mg,1μg,0.07mg,0.04mg,1.50mg,3.23mg,0μg,
SS127,Guiso de quinua con pescado y arroz,C,179kcal,751KJ,14.90g,4.80g,8.20g,22.60g,21.40g,1.20g,0.60g,11mg,91mg,0.67mg,0.94mg,377mg,0mg,2μg,0.09mg,0.03mg,1.05mg,0.52mg,0μg,
SS128,Guiso de trigo con lomo de socona y arroz,E,78kcal,327KJ,24.90g,2.50g,1.00g,14.80g,13.90g,0.40g,0.40g,18mg,46mg,0.49mg,0.36mg,228mg,5mg,26μg,0.03mg,0.02mg,0.60mg,3.49mg,0μg,
SS129,Guiso de trigo con pollo y arroz,C,109kcal,454KJ,32.00g,6.40g,1.90g,15.80g,15.60g,0.10g,0.50g,17mg,73mg,0.63mg,0.61mg,313mg,0mg,9μg,0.04mg,0.06mg,2.21mg,1.11mg,0μg,
SS130,Guiso de vainita con pollo y arroz,C,95kcal,398KJ,54.50g,4.30g,0.70g,18.80g,13.30g,1.10g,1.00g,67mg,86mg,0.91mg,1.39mg,125mg,7mg,121μg,0.05mg,0.09mg,0.67mg,17.67mg,0μg,
SS131,Hígado encebollado con arroz,E,108kcal,451KJ,57.90g,3.90g,1.70g,20.50g,15.60g,0.40g,0.60g,17mg,57mg,0.78mg,1.14mg,99mg,2mg,701μg,0.06mg,0.24mg,2.22mg,14.27mg,0μg,
SS132,Hígado frito con arroz,C,174kcal,727KJ,37.00g,5.40g,5.10g,26.40g,24.00g,0.40g,0.60g,10mg,71mg,1.04mg,1.16mg,149mg,0mg,697μg,0.08mg,0.29mg,2.56mg,6.07mg,0μg,
SS133,Jalea con yuca frita,D,210kcal,879KJ,34.50g,10.40g,13.30g,12.30g,11.00g,0.90g,0.70g,25mg,61mg,0.53mg,0.81mg,989mg,0mg,172μg,0.05mg,0.12mg,0.92mg,5.90mg,0μg,
SS134,Jalea mixta,C,177kcal,740KJ,65.30g,9.50g,9.30g,14.40g,11.30g,0.90g,1.30g,26mg,77mg,0.66mg,1.17mg,134mg,0mg,12μg,0.04mg,0.17mg,0.94mg,6.80mg,0μg,
SS135,Jalea mixta con yuca frita,E,234kcal,979KJ,58.50g,8.30g,16.30g,15.90g,14.40g,1.50g,1.00g,32mg,92mg,0.57mg,1.35mg,34mg,0mg,11μg,0.08mg,0.18mg,1.11mg,6.20mg,0μg,
SS136,Jalea de pescado con arroz,B,50kcal,209KJ,35.00g,3.70g,0.40g,8.10g,7.30g,0.80g,0.70g,9mg,52mg,0.47mg,0.13mg,2mg,0mg,4μg,0.02mg,0.11mg,0.64mg,5.36mg,0μg,
SS136,Jalea de pescado con arroz,E,167kcal,701KJ,40.10g,6.20g,5.20g,24.90g,23.80g,1.10g,0.70g,15mg,118mg,0.49mg,0.74mg,983mg,0mg,1μg,0.04mg,0.10mg,0.72mg,5.76mg,0μg,
SS137,Jalea de pescado con yuca frita,B,175kcal,734KJ,35.30g,6.20g,4.50g,28.20g,27.30g,0.90g,0.60g,14mg,102mg,0.53mg,1.09mg,194mg,0mg,2μg,0.06mg,0.10mg,1.67mg,8.74mg,0μg,
SS137,Jalea de pescado con yuca frita,D,204kcal,852KJ,38.80g,7.40g,14.60g,12.20g,11.10g,0.80g,0.50g,32mg,29mg,0.21mg,1.34mg,678mg,9mg,169μg,0.07mg,0.10mg,0.62mg,7.64mg,0μg,
SS138,Kam lu wantán con arroz chaufa,A,94kcal,394KJ,58.90g,5.40g,0.90g,15.90g,15.30g,0.60g,0.50g,16mg,58mg,0.58mg,0.69mg,57mg,0mg,9μg,0.05mg,0.06mg,1.89mg,11.68mg,0μg,
SS138,Kam lu wantán con arroz chaufa,B,200kcal,835KJ,33.20g,6.60g,13.00g,13.80g,12.60g,0.10g,0.40g,12mg,60mg,0.63mg,0.67mg,185mg,29mg,9μg,0.10mg,0.05mg,1.79mg,2.60mg,0μg,
SS138,Kam lu wantán con arroz chaufa,C,154kcal,643KJ,30.70g,6.10g,3.20g,24.80g,19.50g,0.40g,0.60g,15mg,66mg,0.63mg,0.62mg,107mg,48mg,7μg,0.12mg,0.05mg,1.52mg,3.88mg,0μg,
SS139,Lasagna de res,A,257kcal,1075KJ,44.20g,10.60g,8.20g,35.50g,5.00g,1.40g,1.60g,90mg,167mg,1.07mg,1.66mg,21mg,95mg,40μg,0.12mg,0.16mg,1.49mg,1.74mg,0μg,
SS139,Lasagna de res,B,338kcal,1414KJ,20.50g,15.80g,18.20g,38.00g,37.70g,0.00g,7.20g,46mg,56mg,0.29mg,0.47mg,0mg,0mg,18μg,0.02mg,0.05mg,0.28mg,0.00mg,0μg,
SS140,Lenteja con adobo y arroz,C,128kcal,535KJ,14.20g,7.50g,0.30g,23.70g,17.40g,4.10g,0.90g,34mg,117mg,1.80mg,0.94mg,725mg,0mg,3μg,0.07mg,0.05mg,0.72mg,3.02mg,0μg,
SS141,Lenteja con bisteck y arroz,D,183kcal,765KJ,16.00g,9.90g,1.20g,33.10g,25.30g,7.80g,0.80g,22mg,119mg,2.00mg,1.82mg,98mg,0mg,1μg,0.12mg,0.09mg,1.76mg,1.69mg,0μg,
SS142,Lenteja con chuleta y arroz,B,162kcal,679KJ,22.50g,7.10g,3.70g,25.10g,19.80g,5.20g,0.70g,17mg,88mg,1.23mg,1.14mg,499mg,31mg,3μg,0.16mg,0.08mg,1.19mg,3.23mg,0μg,
SS142,Lenteja con chuleta y arroz,D,170kcal,712KJ,23.80g,10.30g,2.30g,26.40g,23.60g,2.70g,0.70g,12mg,103mg,1.73mg,1.44mg,61mg,0mg,2μg,0.07mg,0.06mg,2.21mg,0.73mg,0μg,
SS142,Lenteja con chuleta y arroz,E,119kcal,499KJ,30.30g,6.70g,2.70g,17.20g,13.20g,4.00g,0.70g,17mg,79mg,1.02mg,0.95mg,440mg,48mg,5μg,0.18mg,0.08mg,1.19mg,3.73mg,0μg,
SS143,Lenteja con estofado y arroz,C,131kcal,550KJ,28.30g,7.40g,1.30g,22.30g,18.90g,3.30g,0.60g,14mg,86mg,1.14mg,1.09mg,138mg,2mg,24μg,0.07mg,0.06mg,1.98mg,2.98mg,0μg,
SS143,Lenteja con estofado y arroz,D,135kcal,566KJ,32.30g,8.90g,2.00g,20.20g,17.10g,3.00g,0.70g,14mg,93mg,1.09mg,1.07mg,138mg,3mg,37μg,0.08mg,0.07mg,2.59mg,2.92mg,0μg,
SS143,Lenteja con estofado y arroz,E,134kcal,560KJ,38.80g,7.50g,2.30g,20.50g,18.30g,2.20g,0.70g,11mg,83mg,0.89mg,0.90mg,563mg,1mg,17μg,0.07mg,0.07mg,2.52mg,4.70mg,0μg,
SS144,Lenteja con filete de pechuga y arroz,A,131kcal,547KJ,28.30g,8.20g,1.10g,21.80g,17.00g,4.80g,0.70g,18mg,91mg,1.20mg,1.21mg,186mg,1mg,18μg,0.08mg,0.08mg,1.99mg,2.90mg,0μg,
SS144,Lenteja con filete de pechuga y arroz,C,148kcal,618KJ,27.80g,8.70g,9.70g,6.30g,3.70g,2.60g,0.60g,10mg,78mg,0.90mg,0.91mg,638mg,0mg,6μg,0.05mg,0.07mg,2.77mg,1.63mg,0μg,
SS145,Lenteja con hígado y arroz,C,179kcal,748KJ,22.00g,8.80g,2.40g,30.50g,25.40g,5.20g,0.80g,18mg,104mg,1.77mg,1.93mg,159mg,0mg,739μg,0.12mg,0.34mg,2.75mg,4.67mg,0μg,
SS146,Lenteja con lomito y arroz,A,137kcal,573KJ,20.10g,7.20g,1.50g,23.50g,19.00g,4.50g,0.60g,19mg,88mg,1.45mg,1.36mg,101mg,6mg,3μg,0.07mg,0.06mg,1.47mg,1.69mg,0μg,
SS147,Lenteja con milanesa y arroz,A,155kcal,649KJ,25.60g,10.70g,1.90g,23.00g,18.20g,4.90g,0.70g,16mg,129mg,1.43mg,1.81mg,35mg,0mg,5μg,0.07mg,0.09mg,3.07mg,1.71mg,0μg,
SS147,Lenteja con milanesa y arroz,C,154kcal,644KJ,19.70g,8.00g,2.40g,24.70g,21.20g,3.50g,0.60g,13mg,90mg,1.14mg,1.07mg,51mg,0mg,3μg,0.08mg,0.06mg,2.13mg,1.26mg,0μg,
SS148,Lenteja con pescado y arroz,A,158kcal,661KJ,27.80g,7.20g,4.10g,22.70g,19.80g,3.00g,0.80g,13mg,66mg,0.77mg,1.04mg,336mg,0mg,2μg,0.07mg,0.05mg,0.82mg,2.24mg,0μg,
SS148,Lenteja con pescado y arroz,C,158kcal,660KJ,27.00g,7.30g,3.50g,24.20g,20.80g,3.20g,0.70g,16mg,99mg,0.84mg,1.11mg,399mg,1mg,8μg,0.07mg,0.05mg,1.15mg,2.85mg,0μg,
SS148,Lenteja con pescado y arroz,D,161kcal,672KJ,22.00g,7.80g,3.50g,24.90g,18.50g,6.20g,0.80g,22mg,94mg,1.20mg,1.24mg,279mg,0mg,4μg,0.10mg,0.07mg,1.01mg,3.22mg,0μg,
SS148,Lenteja con pescado y arroz,E,172kcal,721KJ,22.60g,6.00g,5.90g,23.90g,20.70g,3.20g,0.60g,16mg,87mg,0.82mg,1.11mg,216mg,0mg,6μg,0.07mg,0.06mg,0.99mg,2.52mg,0μg,
SS149,Locro con hígado frito y arroz,E,134kcal,559KJ,54.40g,3.10g,5.60g,18.20g,17.30g,0.90g,0.60g,25mg,56mg,0.48mg,0.84mg,1239mg,0mg,160μg,0.07mg,0.12mg,1.13mg,5.76mg,0μg,
SS150,Locro de zapallo con bisteck y arroz,A,116kcal,487KJ,44.30g,3.10g,4.10g,17.30g,16.90g,0.40g,0.70g,22mg,49mg,0.45mg,0.75mg,219mg,33mg,38μg,0.05mg,0.06mg,0.60mg,2.34mg,0μg,
SS150,Locro de zapallo con bisteck y arroz,C,117kcal,489KJ,56.40g,5.10g,2.20g,19.30g,17.70g,0.30g,0.70g,36mg,76mg,0.91mg,1.07mg,984mg,0mg,27μg,0.04mg,0.08mg,1.42mg,4.00mg,0μg,
SS151,Locro de zapallo con filete de pollo y arroz,C,144kcal,605KJ,43.60g,6.10g,4.20g,20.40g,19.90g,0.40g,0.70g,17mg,75mg,0.66mg,0.75mg,367mg,0mg,19μg,0.06mg,0.06mg,2.18mg,3.52mg,0μg,
SS151,Locro de zapallo con filete de pollo y arroz,D,123kcal,514KJ,44.80g,5.60g,1.40g,21.50g,20.90g,0.60g,0.60g,11mg,71mg,0.64mg,0.72mg,278mg,0mg,15μg,0.06mg,0.06mg,2.08mg,4.17mg,0μg,
SS152,Lomo al jugo con menestra y arroz,C,133kcal,554KJ,22.10g,6.20g,1.30g,23.70g,21.80g,2.00g,0.90g,13mg,87mg,1.09mg,1.37mg,142mg,0mg,0μg,0.06mg,0.06mg,1.55mg,1.49mg,0μg,
SS152,Lomo al jugo con menestra y arroz,D,90kcal,377KJ,32.40g,3.80g,1.40g,15.70g,14.10g,1.50g,0.70g,12mg,57mg,0.66mg,0.99mg,55mg,6mg,6μg,0.04mg,0.05mg,0.98mg,5.21mg,0μg,
SS153,Lomo a lo strogonof con arroz,A,149kcal,623KJ,61.30g,9.30g,1.90g,22.90g,21.70g,0.90g,0.90g,13mg,117mg,1.77mg,1.72mg,55mg,14mg,13μg,0.08mg,0.13mg,3.45mg,5.68mg,0μg,
SS154,Lomito de atún con arroz,C,159kcal,666KJ,33.10g,4.30g,2.20g,29.90g,29.10g,0.80g,0.70g,7mg,55mg,0.55mg,0.56mg,95mg,0mg,4μg,0.06mg,0.04mg,1.18mg,5.83mg,0μg,
SS154,Lomito de atún con arroz,E,165kcal,691KJ,40.30g,4.90g,4.90g,24.80g,24.00g,0.80g,0.90g,7mg,48mg,0.46mg,0.50mg,84mg,0mg,4μg,0.05mg,0.04mg,0.98mg,6.30mg,0μg,
SS155,Lomo saltado con arroz,A,161kcal,675KJ,45.20g,5.30g,7.30g,18.60g,17.00g,0.60g,0.70g,13mg,69mg,1.00mg,0.98mg,263mg,2mg,4μg,0.04mg,0.05mg,1.75mg,5.08mg,0μg,
SS155,Lomo saltado con arroz,B,189kcal,789KJ,32.30g,7.30g,7.20g,22.90g,22.10g,0.20g,0.70g,12mg,90mg,1.44mg,1.21mg,93mg,8mg,3μg,0.04mg,0.05mg,2.27mg,1.67mg,0μg,
SS155,Lomo saltado con arroz,C,147kcal,615KJ,45.30g,5.10g,5.40g,19.30g,18.30g,0.70g,0.70g,11mg,68mg,0.95mg,0.91mg,256mg,1mg,4μg,0.05mg,0.06mg,1.83mg,6.26mg,0μg,
SS155,Lomo saltado con arroz,D,153kcal,640KJ,46.80g,4.30g,5.10g,22.30g,21.40g,0.80g,0.70g,11mg,65mg,0.81mg,0.84mg,353mg,0mg,7μg,0.05mg,0.06mg,1.60mg,7.33mg,0μg,
SS155,Lomo saltado con arroz,E,178kcal,745KJ,44.80g,4.60g,8.20g,21.30g,20.30g,0.80g,0.80g,16mg,67mg,0.87mg,0.89mg,210mg,3mg,5μg,0.05mg,0.06mg,1.72mg,5.73mg,0μg,
SS156,Lomo saltado con menestra y arroz,C,159kcal,667KJ,27.20g,6.00g,4.60g,23.40g,18.90g,4.40g,0.80g,17mg,78mg,1.16mg,1.18mg,465mg,2mg,3μg,0.08mg,0.07mg,1.29mg,3.89mg,0μg,
SS157,Macarrones con pollo,B,161kcal,672KJ,27.70g,8.20g,4.30g,23.00g,22.00g,1.10g,0.60g,49mg,94mg,0.76mg,2.18mg,190mg,0mg,26μg,0.06mg,0.09mg,2.24mg,1.39mg,0μg,
SS157,Macarrones con pollo,C,177kcal,740KJ,58.20g,9.00g,4.50g,26.90g,25.30g,1.60g,1.00g,43mg,108mg,0.99mg,2.53mg,66mg,5mg,52μg,0.08mg,0.11mg,2.59mg,6.53mg,1μg,
SS157,Macarrones con pollo,D,120kcal,502KJ,44.30g,6.50g,1.90g,20.00g,19.10g,1.00g,0.70g,17mg,79mg,0.62mg,1.48mg,150mg,3mg,42μg,0.06mg,0.09mg,2.22mg,6.35mg,0μg,
SS157,Macarrones con pollo,E,123kcal,515KJ,40.30g,7.50g,1.90g,19.80g,18.50g,1.30g,0.80g,23mg,85mg,0.71mg,1.79mg,180mg,5mg,72μg,0.06mg,0.08mg,2.29mg,3.93mg,0μg,
SS158,Macarrones con res,B,174kcal,730KJ,36.20g,6.40g,2.30g,33.70g,31.80g,1.80g,1.00g,123mg,112mg,0.75mg,3.29mg,101mg,11mg,126μg,0.10mg,0.18mg,0.94mg,3.53mg,0μg,
SS159,Malaya dorada con arroz,D,149kcal,623KJ,29.40g,6.60g,0.90g,28.90g,28.30g,0.60g,0.50g,8mg,87mg,1.30mg,1.05mg,391mg,2mg,26μg,0.05mg,0.06mg,2.15mg,2.28mg,0μg,
SS160,Milanesa con arroz,A,175kcal,732KJ,47.40g,5.40g,7.30g,21.80g,20.90g,1.00g,0.60g,14mg,69mg,0.62mg,0.64mg,111mg,2mg,35μg,0.06mg,0.07mg,1.92mg,4.53mg,0μg,
SS161,Milanesa con ensalada y arroz,C,160kcal,668KJ,40.70g,5.80g,6.20g,19.70g,19.00g,0.70g,0.50g,8mg,69mg,0.66mg,0.60mg,101mg,0mg,7μg,0.05mg,0.06mg,2.26mg,5.11mg,0μg,
SS161,Milanesa con ensalada y arroz,D,149kcal,624KJ,29.10g,4.40g,1.50g,29.30g,28.40g,0.30g,0.40g,20mg,72mg,0.68mg,0.60mg,86mg,5mg,31μg,0.06mg,0.04mg,1.27mg,19.87mg,0μg,
SS161,Milanesa con ensalada y arroz,E,157kcal,657KJ,40.40g,5.20g,5.00g,22.40g,22.30g,0.10g,0.70g,17mg,75mg,0.61mg,0.52mg,84mg,0mg,11μg,0.05mg,0.08mg,2.10mg,3.42mg,0μg,
SS162,Milanesa con menestra y arroz,C,155kcal,647KJ,26.70g,9.30g,3.60g,20.40g,19.30g,1.10g,0.70g,9mg,100mg,0.95mg,1.08mg,41mg,0mg,5μg,0.06mg,0.07mg,3.12mg,1.38mg,0μg,
SS163,Milanesa con papas fritas y arroz,D,156kcal,654KJ,48.30g,4.80g,6.20g,20.20g,19.40g,0.80g,0.50g,12mg,61mg,0.57mg,0.54mg,787mg,0mg,7μg,0.06mg,0.06mg,1.90mg,6.18mg,0μg,
SS164,Molleja saltada con arroz,C,98kcal,411KJ,21.30g,7.00g,1.20g,14.50g,10.70g,3.60g,0.60g,14mg,87mg,1.26mg,1.51mg,89mg,49mg,4μg,0.04mg,0.09mg,1.29mg,1.78mg,0μg,
SS165,Mondonguito a la italiana con arroz,A,139kcal,581KJ,45.70g,5.30g,1.30g,26.00g,25.00g,1.00g,0.50g,19mg,59mg,0.72mg,0.68mg,71mg,5mg,60μg,0.06mg,0.06mg,1.08mg,5.59mg,0μg,
SS165,Mondonguito a la italiana con arroz,B,133kcal,556KJ,45.40g,5.50g,3.30g,20.00g,19.30g,0.70g,0.40g,21mg,47mg,0.66mg,0.55mg,298mg,6mg,73μg,0.04mg,0.04mg,0.82mg,4.53mg,0μg,
SS165,Mondonguito a la italiana con arroz,D,153kcal,639KJ,44.50g,5.10g,5.70g,20.30g,19.30g,1.00g,0.50g,21mg,49mg,0.63mg,0.57mg,262mg,4mg,48μg,0.05mg,0.05mg,0.98mg,5.33mg,0μg,
SS165,Mondonguito a la italiana con arroz,E,128kcal,537KJ,36.70g,4.70g,0.90g,24.90g,24.40g,0.40g,0.50g,14mg,55mg,0.65mg,0.56mg,106mg,3mg,32μg,0.06mg,0.04mg,1.07mg,3.25mg,0μg,
SS166,Olluquito con arroz integral,E,126kcal,529KJ,25.90g,5.10g,2.40g,21.40g,20.40g,0.10g,0.30g,28mg,38mg,0.35mg,1.19mg,139mg,0mg,6μg,0.04mg,0.02mg,0.57mg,4.45mg,0μg,
SS167,Olluquito de charqui con arroz,C,161kcal,674KJ,32.30g,6.20g,3.10g,26.50g,26.40g,0.10g,1.10g,9mg,75mg,0.42mg,1.51mg,383mg,0mg,5μg,0.05mg,0.05mg,0.91mg,4.27mg,0μg,
SS168,Olluquito de res con arroz,A,129kcal,540KJ,42.20g,5.00g,0.50g,25.40g,25.40g,0.00g,0.60g,5mg,70mg,0.92mg,1.08mg,53mg,0mg,0μg,0.05mg,0.04mg,1.48mg,4.28mg,0μg,
SS169,Pachamanca a la olla con arroz,A,138kcal,577KJ,46.70g,7.50g,1.40g,23.80g,22.60g,1.00g,0.70g,16mg,86mg,0.76mg,0.86mg,95mg,7mg,70μg,0.10mg,0.07mg,2.56mg,7.64mg,0μg,
SS169,Pachamanca a la olla con arroz,D,139kcal,583KJ,40.50g,6.90g,1.80g,23.50g,23.00g,0.50g,0.60g,5mg,98mg,0.45mg,1.78mg,230mg,81mg,8μg,0.04mg,0.03mg,0.82mg,4.50mg,0μg,
SS169,Pachamanca a la olla con arroz,E,115kcal,480KJ,68.70g,11.00g,2.40g,11.80g,11.10g,0.70g,1.20g,26mg,107mg,0.80mg,1.39mg,215mg,5mg,11μg,0.08mg,0.10mg,4.14mg,7.48mg,0μg,
SS170,Pallares con chuleta y arroz,C,119kcal,499KJ,11.70g,6.20g,1.30g,20.50g,17.80g,2.70g,0.90g,14mg,86mg,0.81mg,1.19mg,41mg,39mg,0μg,0.16mg,0.07mg,1.27mg,1.35mg,0μg,
SS171,Pallares con guiso de pollo y arroz,E,172kcal,718KJ,27.00g,9.50g,2.80g,26.50g,23.50g,3.00g,1.30g,15mg,121mg,1.04mg,1.56mg,160mg,3mg,5μg,0.09mg,0.08mg,2.51mg,2.23mg,0μg,
SS172,Pallares con pescado y arroz,C,166kcal,696KJ,13.80g,5.90g,3.20g,28.20g,26.10g,2.20g,0.90g,19mg,89mg,0.71mg,1.57mg,139mg,0mg,0μg,0.06mg,0.06mg,1.02mg,2.60mg,0μg,
SS172,Pallares con pescado y arroz,D,131kcal,548KJ,36.30g,7.80g,1.60g,21.60g,18.90g,2.70g,1.10g,16mg,121mg,0.72mg,1.11mg,291mg,0mg,6μg,0.08mg,0.08mg,1.73mg,2.40mg,0μg,
